Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
01.2;Bebidas no alcohólicas;Grupos;202010;367,8936;3,8;33,8;Cuyo
01.2;Bebidas no alcohólicas;Grupos;202010;376,7136;3;34,9;Patagonia
02.1;Bebidas alcohólicas;Grupos;202010;254,8252;4,5;28,1;Pampeana
02.1;Bebidas alcohólicas;Grupos;202010;273,5862;2,3;32,8;Noreste
02.1;Bebidas alcohólicas;Grupos;202010;254,4968;3,5;29,7;Noroeste
02.1;Bebidas alcohólicas;Grupos;202010;249,8749;3,4;28,9;Cuyo
02.1;Bebidas alcohólicas;Grupos;202010;254,9347;1;25,7;Patagonia
02.2;Tabaco;Grupos;202010;326,4843;0,4;41,1;Pampeana
02.2;Tabaco;Grupos;202010;326,9985;0,4;40,6;Noreste
02.2;Tabaco;Grupos;202010;326,6283;0,4;40,5;Noroeste
02.2;Tabaco;Grupos;202010;329,21;0,6;41,6;Cuyo
02.2;Tabaco;Grupos;202010;327,9808;0,4;40,5;Patagonia
03.1;Prendas de vestir y materiales;Grupos;202010;349,536;7,7;62,4;Pampeana
03.1;Prendas de vestir y materiales;Grupos;202010;329,5274;5,1;53,9;Noreste
03.1;Prendas de vestir y materiales;Grupos;202010;361,1623;6,5;63,8;Noroeste
03.1;Prendas de vestir y materiales;Grupos;202010;326,8021;3,5;65,6;Cuyo
03.1;Prendas de vestir y materiales;Grupos;202010;311,8168;4,9;51,4;Patagonia
03.2;Calzado;Grupos;202010;369,3952;5,9;61;Pampeana
03.2;Calzado;Grupos;202010;294,3179;5,4;43,1;Noreste
03.2;Calzado;Grupos;202010;295,6981;6,4;49,3;Noroeste
03.2;Calzado;Grupos;202010;373,9938;-0,2;59,3;Cuyo
03.2;Calzado;Grupos;202010;324,0594;3,4;42,2;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202010;251,4811;2,1;25,5;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202010;279,9223;2,8;27,5;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202010;248,7876;0,8;23,3;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202010;260,2286;2;24;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202010;250,8293;0,8;22,3;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;202010;474,9085;1,8;1,8;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;202010;416,156;1,9;6,2;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;202010;497,8902;1,1;-2,2;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;202010;542,1174;1,9;1,5;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;202010;532,1593;1,2;5,4;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;202010;323,4521;3,6;17,2;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;202010;331,8007;3,6;22,3;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202010;333,6816;4,6;21,1;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202010;321,1562;2,9;17;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;202010;320,8652;3,7;17,8;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202010;476,1747;4;37,6;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202010;470,9117;3,9;36,6;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202010;472,5923;4,2;38;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202010;471,3636;5;37,5;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202010;492,8279;3,9;39,2;Patagonia
07.1;Adquisición de vehículos;Grupos;202010;521,5405;5,6;63,9;Pampeana
07.1;Adquisición de vehículos;Grupos;202010;495,7065;6,8;49,5;Noreste
07.1;Adquisición de vehículos;Grupos;202010;496,3623;7,5;63,3;Noroeste
07.1;Adquisición de vehículos;Grupos;202010;539,8556;7,3;65,8;Cuyo
07.1;Adquisición de vehículos;Grupos;202010;487,0258;3,1;48,5;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;202010;341,9579;4,6;29,1;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;202010;351,3837;3,2;32,6;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202010;336,1077;3,4;27,8;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202010;348,1174;4,2;32,8;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;202010;396,16;4,1;33;Patagonia
07.3;Transporte público;Grupos;202010;347,2192;1,2;24,3;Pampeana
07.3;Transporte público;Grupos;202010;369,1709;0,5;41,7;Noreste
07.3;Transporte público;Grupos;202010;304,2208;0,4;16,3;Noroeste
07.3;Transporte público;Grupos;202010;355,4549;1,2;11,2;Cuyo
07.3;Transporte público;Grupos;202010;286,6107;1,4;23,2;Patagonia
08.3;Servicios de telefonía e internet;Grupos;202010;366,7125;0,4;24,4;Pampeana
08.3;Servicios de telefonía e internet;Grupos;202010;333,9281;0;22,6;Noreste
08.3;Servicios de telefonía e internet;Grupos;202010;372,956;-0,8;24,4;Noroeste
08.3;Servicios de telefonía e internet;Grupos;202010;336,1992;0,6;24,1;Cuyo
08.3;Servicios de telefonía e internet;Grupos;202010;322,3794;0;24,9;Patagonia
09.4;Servicios recreativos y culturales;Grupos;202010;288,5595;0,1;18,3;Pampeana
09.4;Servicios recreativos y culturales;Grupos;202010;276,6738;0,3;26,4;Noreste
09.4;Servicios recreativos y culturales;Grupos;202010;322,6188;0;28,6;Noroeste
09.4;Servicios recreativos y culturales;Grupos;202010;294,9851;0,3;20;Cuyo
09.4;Servicios recreativos y culturales;Grupos;202010;297,9022;1,1;20,7;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202010;346,3394;4,4;34,9;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202010;387,3081;3,7;44,6;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202010;333,1141;0,5;34,4;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202010;387,1137;2,9;46,3;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202010;339,782;3,5;36,3;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;330,3456;3,6;37,4;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;321,9718;1,6;35;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;332,9074;4,2;33,3;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;341,2138;4;33,3;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;301,4209;2,1;27,4;Patagonia
12.1;Cuidado personal;Grupos;202010;359,5991;2,2;31;Pampeana
12.1;Cuidado personal;Grupos;202010;374,5814;2,9;34,1;Noreste
12.1;Cuidado personal;Grupos;202010;354,4226;2,5;31,1;Noroeste
12.1;Cuidado personal;Grupos;202010;364,3713;3,5;30,9;Cuyo
12.1;Cuidado personal;Grupos;202010;359,3067;1,8;26,4;Patagonia
01.1.1;Pan y cereales;Clase;202010;366,8175;3,1;33,4;Pampeana
01.1.1;Pan y cereales;Clase;202010;368,6842;2,5;36,3;Noreste
01.1.1;Pan y cereales;Clase;202010;361,4617;2,6;30,1;Noroeste
01.1.1;Pan y cereales;Clase;202010;375,2848;3,2;32,9;Cuyo
01.1.1;Pan y cereales;Clase;202010;356,8863;3,2;32,1;Patagonia
01.1.2;Carnes y derivados;Clase;202010;352,0545;3,1;45;Pampeana
01.1.2;Carnes y derivados;Clase;202010;371,9534;2,6;45,1;Noreste
01.1.2;Carnes y derivados;Clase;202010;355,9203;3,2;44,9;Noroeste
01.1.2;Carnes y derivados;Clase;202010;355,2424;1,8;41,4;Cuyo
01.1.2;Carnes y derivados;Clase;202010;335,2587;4,6;43,6;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;202010;380,4452;2,1;28,4;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;202010;391,0359;2,5;31,8;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;202010;405,5844;1,8;32,1;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;202010;386,0036;2;26,6;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;202010;378,6611;1,6;24,2;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;202010;353,8632;3,9;27,8;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;202010;420,3502;5,9;38,9;Noreste
01.1.5;Aceites, grasas y manteca;Clase;202010;428,297;7,3;37,1;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;202010;389,8769;7,6;34,1;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;202010;353,0353;4,3;25,9;Patagonia
01.1.6;Frutas;Clase;202010;415,7139;10,7;79,3;Pampeana
01.1.6;Frutas;Clase;202010;409,1286;14,1;97;Noreste
01.1.6;Frutas;Clase;202010;390,2679;15,9;89,1;Noroeste
01.1.6;Frutas;Clase;202010;433,9479;14,3;93,4;Cuyo
01.1.6;Frutas;Clase;202010;366,7428;8,1;67,5;Patagonia
01.1.7;Verduras, tubérculos y legumbres;Clase;202010;461,6648;15,5;91,1;Pampeana
01.1.7;Verduras, tubérculos y legumbres;Clase;202010;468,6362;14,5;89,2;Noreste
01.1.7;Verduras, tubérculos y legumbres;Clase;202010;512,8133;21,9;109,4;Noroeste
01.1.7;Verduras, tubérculos y legumbres;Clase;202010;544,3039;14,3;99,9;Cuyo
01.1.7;Verduras, tubérculos y legumbres;Clase;202010;410,388;13,9;78,5;Patagonia
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;394,0186;1,7;45;Pampeana
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;405,7954;0,7;52,1;Noreste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;408,5888;1,1;54;Noroeste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;390,6771;2,5;49,1;Cuyo
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;370,2335;0,9;43,3;Patagonia
01.2.1;Café, té, yerba y cacao;Clase;202010;413,2849;2,8;46,5;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;202010;447,5899;3,2;63,9;Noreste
01.2.1;Café, té, yerba y cacao;Clase;202010;401,8873;3,9;46,7;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;202010;390,8425;5,1;40,7;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;202010;405,331;3,7;41,5;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;354,6064;3,1;32,8;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;345,7894;4,2;28,6;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;338,4438;1,6;29,4;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;361,231;3,3;31,7;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;366,6273;2,7;32,6;Patagonia
04.1.1;Alquiler de la vivienda;Clase;202010;248,6179;2,4;26;Pampeana
04.1.1;Alquiler de la vivienda;Clase;202010;279,5878;2,9;28;Noreste
04.1.1;Alquiler de la vivienda;Clase;202010;246,301;0,8;23,5;Noroeste
04.1.1;Alquiler de la vivienda;Clase;202010;259,1474;2,1;24,1;Cuyo
04.1.1;Alquiler de la vivienda;Clase;202010;249,823;0,8;22,4;Patagonia
06.4.1;Gastos de prepagas;Clase;202010;296,2407;0;15,8;Pampeana
06.4.1;Gastos de prepagas;Clase;202010;297,0269;0;18,1;Noreste
06.4.1;Gastos de prepagas;Clase;202010;296,0202;0;16,4;Noroeste
06.4.1;Gastos de prepagas;Clase;202010;302,0485;0;16,4;Cuyo
06.4.1;Gastos de prepagas;Clase;202010;328,2307;0;18,7;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202010;330,8638;4,7;27,1;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202010;342,6355;3,1;29,5;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202010;324,3365;3,4;24,9;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202010;330,2222;4;27,8;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202010;390,6103;3,6;31;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;202010;353,0444;3,6;35,7;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202010;378,0836;4,8;43,2;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202010;302,2957;2,1;36,4;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202010;358,4122;6,2;58,7;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202010;335,9612;2,2;15,3;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202010;376,6123;4,7;37,3;GBA
06;Salud;Nivel general y divisiones COICOP;202010;365,4615;2,5;28,1;GBA
07;Transporte;Nivel general y divisiones COICOP;202010;350,6817;4,1;32,5;GBA
08;Comunicación;Nivel general y divisiones COICOP;202010;372,4854;-0,5;29;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;202010;350,2174;2,5;43;GBA
10;Educación;Nivel general y divisiones COICOP;202010;319,9665;0;31,3;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;313,6212;3,3;33;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202010;346,3864;1,9;34,6;GBA
01.1;Alimentos;Grupos;202010;384,7169;5;45,5;GBA
01.2;Bebidas no alcohólicas;Grupos;202010;334,6448;3,3;27,9;GBA
02.1;Bebidas alcohólicas;Grupos;202010;255,8571;4,9;26,3;GBA
02.2;Tabaco;Grupos;202010;337,9109;0,5;43;GBA
03.1;Prendas de vestir y materiales;Grupos;202010;360,5409;6,4;60,2;GBA
03.2;Calzado;Grupos;202010;352,1424;5,6;54,2;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202010;272,6737;2,2;22,4;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;202010;397,2673;7,5;56,4;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;202010;481,1627;0,6;0,1;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;202010;321,3489;4;15,8;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202010;459,1646;3,8;34,2;GBA
07.1;Adquisición de vehículos;Grupos;202010;493,9544;6,5;59,7;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;202010;339,6344;4,5;31,1;GBA
07.3;Transporte público;Grupos;202010;276,175;1,1;13,2;GBA
08.3;Servicios de telefonía e internet;Grupos;202010;367,168;-0,8;27,3;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;202010;475,3062;1,5;77,5;GBA
09.4;Servicios recreativos y culturales;Grupos;202010;273,8196;0,1;18,1;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202010;343,2321;3,2;39,2;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;312,8811;3,3;32,2;GBA
12.1;Cuidado personal;Grupos;202010;362,2481;1,9;36,9;GBA
01.1.1;Pan y cereales;Clase;202010;361,9277;2,6;31,7;GBA
01.1.2;Carnes y derivados;Clase;202010;358,6988;3,5;46,4;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;202010;371,8535;2,3;22,1;GBA
01.1.5;Aceites, grasas y manteca;Clase;202010;362,2304;4,2;22,5;GBA
01.1.6;Frutas;Clase;202010;417,1266;8,8;86;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;202010;530,5306;15,8;109,5;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;359,8525;1,2;35,6;GBA
01.2.1;Café, té, yerba y cacao;Clase;202010;382,5182;3,2;35,2;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;321,2202;3,3;25,6;GBA
04.1.1;Alquiler de la vivienda;Clase;202010;264,2728;3,8;24,8;GBA
06.4.1;Gastos de prepagas;Clase;202010;298,2894;0;16,5;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202010;327,9007;4,7;28,5;GBA
0;Nivel general;Nivel general y divisiones COICOP;202011;376,3817;3,4;37,1;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;202011;383,7668;3,7;40,1;Noreste
0;Nivel general;Nivel general y divisiones COICOP;202011;378,17;3,1;37,3;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;202011;383,7513;3,1;36,4;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;202011;367,7392;2,9;33,7;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202011;389,9047;3,5;42,1;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202011;400,6413;3,5;44,8;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202011;390,7196;2,1;43,8;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202011;399,1108;2,8;40,7;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202011;371,2628;3,1;37,5;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202011;302,7303;3,4;32,6;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202011;305,9135;3;32,9;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202011;306,8517;4;34,1;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202011;306,7879;3,1;32,9;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202011;309,9157;3,7;32,5;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202011;368,3907;3,8;60,5;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202011;334,1207;4,9;51,4;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202011;358,8571;5,5;61,8;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202011;354,9369;4,5;61,8;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202011;330,7152;4,8;49,3;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202011;365,1937;3;18,5;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202011;378,8166;2,8;19,5;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202011;403,4443;0,8;8,1;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202011;405,4405;2,4;18,4;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202011;376,7227;2,4;16,6;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202011;383,1248;3,7;40;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202011;403,6101;4,3;52,2;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202011;382,2796;5,3;41,7;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202011;376,8479;3,6;37,5;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202011;395,8409;4;41;Patagonia
06;Salud;Nivel general y divisiones COICOP;202011;422,0734;3,7;31,1;Pampeana
06;Salud;Nivel general y divisiones COICOP;202011;439,5132;4,2;35,6;Noreste
06;Salud;Nivel general y divisiones COICOP;202011;429,6741;4,6;34,5;Noroeste
06;Salud;Nivel general y divisiones COICOP;202011;433,8416;4,1;32,1;Cuyo
06;Salud;Nivel general y divisiones COICOP;202011;418,775;2,8;32,5;Patagonia
07;Transporte;Nivel general y divisiones COICOP;202011;404,9158;3,1;36;Pampeana
07;Transporte;Nivel general y divisiones COICOP;202011;412,0487;4;37,6;Noreste
07;Transporte;Nivel general y divisiones COICOP;202011;370,3972;3,7;29,5;Noroeste
07;Transporte;Nivel general y divisiones COICOP;202011;409,1959;3,3;35,7;Cuyo
07;Transporte;Nivel general y divisiones COICOP;202011;422,303;3,1;36,1;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;202011;372,6465;0,2;16,9;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;202011;362,1572;0;18,5;Noreste
08;Comunicación;Nivel general y divisiones COICOP;202011;390,5695;2;18,7;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;202011;353,2344;0,7;19,5;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;202011;331,7363;-0,2;15,8;Patagonia
09;Recreación y cultura;Nivel general y divisiones COICOP;202011;362,4915;5,3;42,1;Pampeana
09;Recreación y cultura;Nivel general y divisiones COICOP;202011;384,9754;6,1;49,6;Noreste
09;Recreación y cultura;Nivel general y divisiones COICOP;202011;367,3511;3,5;40,6;Noroeste
09;Recreación y cultura;Nivel general y divisiones COICOP;202011;377,2302;4,7;40,9;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;202011;365,1697;1,3;37,8;Patagonia
10;Educación;Nivel general y divisiones COICOP;202011;283,8029;0,3;20,1;Pampeana
10;Educación;Nivel general y divisiones COICOP;202011;328,7553;0,3;25,9;Noreste
10;Educación;Nivel general y divisiones COICOP;202011;343,9654;0;28,7;Noroeste
10;Educación;Nivel general y divisiones COICOP;202011;295,4738;1,8;26,7;Cuyo
10;Educación;Nivel general y divisiones COICOP;202011;266,8138;0,2;17,4;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;340,5653;3,1;37,3;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;333,3281;3,4;35,7;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;344,7358;3,6;33,7;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;349,0667;2,4;33;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;309,0001;2,2;26,6;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202011;352,0259;2,2;25,9;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202011;372,1491;1,7;28;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202011;358,6177;2,6;26,6;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202011;354,579;1,3;24,5;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202011;356,625;1,8;21;Patagonia
01.1;Alimentos;Grupos;202011;390,6082;3,5;43;Pampeana
01.1;Alimentos;Grupos;202011;402,4358;3,5;45,8;Noreste
01.1;Alimentos;Grupos;202011;395,0351;1,9;45,4;Noroeste
01.1;Alimentos;Grupos;202011;401,6766;2,8;42;Cuyo
01.1;Alimentos;Grupos;202011;369,7594;3,2;38,3;Patagonia
01.2;Bebidas no alcohólicas;Grupos;202011;383,7061;3,4;34,1;Pampeana
01.2;Bebidas no alcohólicas;Grupos;202011;385,0152;3,6;35,6;Noreste
01.2;Bebidas no alcohólicas;Grupos;202011;360,7049;3,7;33,1;Noroeste
01.2;Bebidas no alcohólicas;Grupos;202011;376,9497;2,5;29,1;Cuyo
01.2;Bebidas no alcohólicas;Grupos;202011;385,2742;2,3;30,7;Patagonia
02.1;Bebidas alcohólicas;Grupos;202011;266,1458;4,4;27,2;Pampeana
02.1;Bebidas alcohólicas;Grupos;202011;282,4787;3,3;30,1;Noreste
02.1;Bebidas alcohólicas;Grupos;202011;270,2803;6,2;31;Noroeste
02.1;Bebidas alcohólicas;Grupos;202011;260,3684;4,2;25,9;Cuyo
02.1;Bebidas alcohólicas;Grupos;202011;269,6856;5,8;26,3;Patagonia
02.2;Tabaco;Grupos;202011;335,3956;2,7;36,8;Pampeana
02.2;Tabaco;Grupos;202011;335,7228;2,7;36,1;Noreste
02.2;Tabaco;Grupos;202011;335,3785;2,7;36,1;Noroeste
02.2;Tabaco;Grupos;202011;337,5348;2,5;36,8;Cuyo
02.2;Tabaco;Grupos;202011;336,681;2,7;36,1;Patagonia
03.1;Prendas de vestir y materiales;Grupos;202011;363,9176;4,1;61,6;Pampeana
03.1;Prendas de vestir y materiales;Grupos;202011;346,9455;5,3;56;Noreste
03.1;Prendas de vestir y materiales;Grupos;202011;381,2487;5,6;65,6;Noroeste
03.1;Prendas de vestir y materiales;Grupos;202011;344,2029;5,3;68;Cuyo
03.1;Prendas de vestir y materiales;Grupos;202011;328,0997;5,2;52,9;Patagonia
03.2;Calzado;Grupos;202011;380,8765;3,1;57,6;Pampeana
03.2;Calzado;Grupos;202011;305,9597;4;41,2;Noreste
03.2;Calzado;Grupos;202011;311,9198;5,5;52,8;Noroeste
03.2;Calzado;Grupos;202011;383,3092;2,5;48,6;Cuyo
03.2;Calzado;Grupos;202011;336,7843;3,9;41,8;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202011;259,4336;3,2;26,5;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202011;285,2911;1,9;27,2;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202011;251,3033;1;22,6;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202011;266,7222;2,5;25,6;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202011;252,4669;0,7;21,6;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;202011;481,289;1,3;2,8;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;202011;425,0632;2,1;8,6;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;202011;502,3705;0,9;-1,2;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;202011;549,3362;1,3;2,4;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;202011;540,0481;1,5;5,4;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;202011;333,5851;3,1;23;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;202011;342,9676;3,4;28,3;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202011;345,0696;3,4;26,8;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202011;329,9949;2,8;21,1;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;202011;329,8597;2,8;21,7;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202011;500,0909;5;33,5;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202011;494,1792;4,9;33,5;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202011;494,0637;4,5;33,1;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202011;494,4906;4,9;33,2;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202011;512,2181;3,9;34,7;Patagonia
07.1;Adquisición de vehículos;Grupos;202011;545,1968;4,5;62,3;Pampeana
07.1;Adquisición de vehículos;Grupos;202011;522,0985;5,3;47,9;Noreste
07.1;Adquisición de vehículos;Grupos;202011;527,5513;6,3;62,7;Noroeste
07.1;Adquisición de vehículos;Grupos;202011;566,1215;4,9;64,9;Cuyo
